StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q4,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q7,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q8_8,Q8_9,Q8_10,Q8_11,Q8_12,Q9_1,Q10,Q11,Q12,Q13
6/8/2022 7:07,6/8/2022 7:18,IP Address,redacted,100,686,TRUE,6/8/2022 7:18,redacted,,,,,redacted,redacted,anonymous,EN,TA 39,redacted,6,MATH:1560 - Engineer Math II: Multivariable Calculus,2,1,3,4,5,MATH:5750 - Mathematical Biology I,MATH:5800 - Numerical Methods I,MATH:1860 - Calculus II,MATH:1550 - Engineer Math I Single Variable Calculus,MATH:1560 - Engineer Math II: Multivariable Calculus,Course preferences,,,,,"Tuesday,Thursday","Tuesday,Thursday",,,"Tuesday,Thursday","Tuesday,Thursday","Monday,Friday","Monday,Wednesday,Friday","MATH:7470 - Seminar: Topology,MATH:7670 - Seminar: Mathematical Biology","CS:5800, CS:5810, CS:6000",No,Math Tutorial Lab Hours,
6/8/2022 12:11,6/8/2022 12:36,IP Address,redacted,100,1453,TRUE,6/8/2022 12:36,redacted,,,,,redacted,redacted,anonymous,EN,TA 07,redacted,2,I have not taught any of these.,5,1,4,3,2,MATH:1850 - Calculus I,MATH:1020 - Elementary Functions,MATH:3720 - Introduction to Abstract Algebra I,MATH:1460 - Calculus for the Biological Sciences,MATH:1005 - College Algebra,I care about these equally,,,,,"Monday,Wednesday,Friday","Monday,Wednesday,Friday","Tuesday,Thursday","Monday,Tuesday,Wednesday,Thursday,Friday","Monday,Tuesday,Wednesday,Thursday,Friday","Tuesday,Thursday",,,"MATH:5600 - Nonlinear Dynamics with Numerical Methds,MATH:6000 - Categories and Modules,MATH:6400 - Algebraic Topology",Geometry and Toplogy RTG Seminar (I don’t think this will have a course code),No,Math Tutorial Lab Hours,
6/8/2022 15:05,6/8/2022 15:50,IP Address,redacted,100,2663,TRUE,6/8/2022 15:50,redacted,,,,,redacted,redacted,anonymous,EN,TA 19,redacted,4,MATH:1005 - College Algebra,2,1,3,4,5,MATH:5800 - Numerical Methods I,MATH:3770 - Fundamental Properties Spaces/Funct  I,MATH:5200 - Introduction to Analysis I,MATH:1850 - Calculus I,MATH:1860 - Calculus II,I care about these equally,,,,,,,,"Monday,Wednesday,Friday",,,Friday,"Thursday,Friday",,"CS:4310, CS:6000",No,Neither, 
6/9/2022 9:30,6/9/2022 9:35,IP Address,redacted,100,274,TRUE,6/9/2022 9:35,redacted,,,,,redacted,redacted,anonymous,EN,TA 61,redacted,1,I have not taught any of these.,3,1,2,4,5,MATH:3720 - Introduction to Abstract Algebra I,MATH:1850 - Calculus I,MATH:1550 - Engineer Math I Single Variable Calculus,MATH:1860 - Calculus II,MATH:1560 - Engineer Math II: Multivariable Calculus,I care about these equally,,,,,,,,,,,,"Monday,Tuesday,Wednesday,Thursday,Friday","MATH:5000 - Abstract Algebra I,MATH:5200 - Introduction to Analysis I,MATH:5400 - Fundamental Groups and Covering Spaces,MATH:5900 - First-Year Graduate Seminar",,No,Extra Grading,
6/13/2022 18:01,6/13/2022 18:22,IP Address,redacted,100,1264,TRUE,6/13/2022 18:22,redacted,,,,,redacted,redacted,anonymous,EN,TA 48,redacted,2,MATH:1010 - Trigonometry,4,2,1,3,5,MATH:5600 - Nonlinear Dynamics with Numerical Methods,MATH:3770 - Fundamental Properties Spaces/Funct  I,MATH:4010 - Basic Analysis,MATH:1850 - Calculus I,MATH:1550 - Engineer Math I Single Variable Calculus,Course preferences,,,Thursday,"Monday,Wednesday,Friday",,,"Monday,Wednesday,Friday",,,"Monday,Wednesday,Friday",Monday,,"MATH:5750 - Mathematical Biology I,MATH:6200 - Analysis I,MATH:6500 - Differential Geometry I,MATH:7670 - Seminar: Mathematical Biology",,No,Neither,
6/14/2022 13:17,6/14/2022 13:26,IP Address,redacted,100,509,TRUE,6/14/2022 13:26,redacted,,,,,redacted,redacted,anonymous,EN,TA,redacted,3,I have not taught any of these.,5,2,1,3,4,MATH:1860 - Calculus II,MATH:1850 - Calculus I,MATH:1460 - Calculus for the Biological Sciences,MATH:1440 - Mathematics for the Biological Sciences,MATH:1350 - Quantitative Reasoning for Business,Course preferences,,,Thursday,"Monday,Wednesday,Friday","Monday,Wednesday,Friday",,"Monday,Wednesday,Friday",,,Monday,Wednesday,Wednesday,"MATH:5750 - Mathematical Biology I,MATH:6700 - Partial Differential Equations I,MATH:7770 - Seminar: Partial Differential Equations",MATH:7990,No,Math Tutorial Lab Hours,I'd like to work Math Platoon in place of or in addition to the Math Tutorial Lab.
6/14/2022 13:26,6/14/2022 13:28,IP Address,redacted,100,111,TRUE,6/14/2022 13:28,redacted,,,,,redacted,redacted,anonymous,EN,TA 44,redacted,3,I have not taught any of these.,5,2,1,3,4,MATH:1860 - Calculus II,MATH:1850 - Calculus I,MATH:1460 - Calculus for the Biological Sciences,MATH:1440 - Mathematics for the Biological Sciences,MATH:1350 - Quantitative Reasoning for Business,Course preferences,,,Thursday,"Monday,Wednesday,Friday","Monday,Wednesday,Friday",,"Monday,Wednesday,Friday",,,,Wednesday,Wednesday,"MATH:5750 - Mathematical Biology I,MATH:6700 - Partial Differential Equations I,MATH:7770 - Seminar: Partial Differential Equations",MATH:7990,No,Math Tutorial Lab Hours,I'd like to work Math Platoon in place of or in addition to the Math Tutorial Lab.
6/15/2022 14:45,6/15/2022 14:58,IP Address,redacted,100,777,TRUE,6/15/2022 14:58,redacted,,,,,redacted,redacted,anonymous,EN,TA 64,redacted,1,"MATH:0100 - Basic Algebra I,MATH:1005 - College Algebra,MATH:1010 - Trigonometry",5,4,3,1,2,MATH:0100 - Basic Algebra I,MATH:1005 - College Algebra,MATH:1850 - Calculus I,MATH:1860 - Calculus II,MATH:1010 - Trigonometry,I care about these equally,"Tuesday,Thursday","Tuesday,Thursday","Tuesday,Thursday","Tuesday,Thursday","Tuesday,Thursday","Tuesday,Thursday","Tuesday,Thursday","Monday,Wednesday,Friday","Monday,Wednesday,Friday","Monday,Wednesday,Friday","Monday,Wednesday,Friday",,"MATH:5000 - Abstract Algebra I,MATH:5400 - Fundamental Groups and Covering Spaces,MATH:5750 - Mathematical Biology I,MATH:5800 - Numerical Methods I,MATH:5900 - First-Year Graduate Seminar",,Yes,Both,
6/15/2022 21:35,6/15/2022 21:43,IP Address,redacted,100,436,TRUE,6/15/2022 21:43,redacted,,,,,redacted,redacted,anonymous,EN,TA 42,redacted,3,MATH:1560 - Engineer Math II: Multivariable Calculus,4,1,2,3,5,MATH:1005 - College Algebra,MATH:1550 - Engineer Math I Single Variable Calculus,MATH:1560 - Engineer Math II: Multivariable Calculus,MATH:1440 - Mathematics for the Biological Sciences,MATH:1460 - Calculus for the Biological Sciences,I care about these equally,,,,,"Tuesday,Thursday","Monday,Wednesday,Friday",,,,"Monday,Wednesday,Friday",,,MATH:5000 - Abstract Algebra I,"BAIS:4540, CLAS:5100",Yes,Extra Grading,
6/16/2022 4:24,6/16/2022 4:44,IP Address,redacted,100,1205,TRUE,6/16/2022 4:44,redacted,,,,,redacted,redacted,anonymous,EN,TA 31,redacted,4,MATH:1005 - College Algebra,4,2,1,3,5,MATH:1440 - Mathematics for the Biological Sciences,MATH:1350 - Quantitative Reasoning for Business,MATH:1340 - Mathematics for Business,MATH:1460 - Calculus for the Biological Sciences,MATH:1550 - Engineer Math I Single Variable Calculus,I care about these equally,,,,"Monday,Wednesday,Friday",,,"Monday,Wednesday,Friday",,"Tuesday,Thursday",,,,"MATH:7400 - Current Geometry and Topology I,MATH:7470 - Seminar: Topology,MATH:7830 - Topics in Applied Mathematics",,No,Extra Grading,
6/16/2022 6:49,6/16/2022 7:05,IP Address,redacted,100,973,TRUE,6/16/2022 7:05,redacted,,,,,redacted,redacted,anonymous,EN,TA 09,redacted,4,MATH:1005 - College Algebra,2,1,3,4,5,MATH:1860 - Calculus II,MATH:1460 - Calculus for the Biological Sciences,MATH:1550 - Engineer Math I Single Variable Calculus,MATH:1440 - Mathematics for the Biological Sciences,MATH:1350 - Quantitative Reasoning for Business,I care about these equally,,,,,"Tuesday,Thursday","Tuesday,Thursday",Tuesday,Tuesday,Tuesday,Tuesday,,,"MATH:7030 - Topics in Algebra,MATH:7070 - Seminar: Algebra,MATH:7470 - Seminar: Topology",GRAD:7385:001,Yes,Math Tutorial Lab Hours,"I am currently still deciding whether I will take GRAD:7385 or RHET:7940 in order to meet requirements for the Certificate in College Teaching. RHET:7940 is scheduled for 1:30p-4:15p every Monday, so leaving this time slot available would be much appreciated if possible."
6/20/2022 9:33,6/20/2022 10:12,IP Address,redacted,100,2351,TRUE,6/20/2022 10:12,redacted,,,,,redacted,redacted,anonymous,EN,TA 28,redacted,2,MATH:1005 - College Algebra,3,1,2,4,5,MATH:1850 - Calculus I,MATH:1350 - Quantitative Reasoning for Business,MATH:1860 - Calculus II,MATH:1550 - Engineer Math I Single Variable Calculus,MATH:1460 - Calculus for the Biological Sciences,I care about these equally,,,Thursday,,,,"Monday,Wednesday,Friday",,"Tuesday,Thursday","Monday,Tuesday,Wednesday,Thursday,Friday",,,"MATH:5750 - Mathematical Biology I,MATH:6200 - Analysis I",BAIS6480,No,Both,
